Order ID,Item Name,Category,Quantity,Selling Price (EGP),Total Price (EGP)
42577,Biryani 190,Main Course,1,52,52
62803,Hummus 595,Appetizer,3,135,405
68339,Falafel 794,Main Course,3,141,423
47967,Hamburger 722,Main Course,1,50,50
91027,Curry 336,Main Course,1,89,89
90287,Curry 85,Breakfast,5,88,440
93667,Tabbouleh,Salad,3,70,210
23285,Falafel 195,Breakfast,2,59,118
87840,Paella 403,Appetizer,4,83,332
57124,Pancake 375,Breakfast,2,93,186
66114,Baklava 618,Dessert,1,144,144
65355,Paella 54,Snack,1,50,50
20214,Hamburger 79,Dessert,3,50,150
27290,Taco 620,Breakfast,1,86,86
77877,Tabbouleh 356,Salad,1,134,134
74438,Kunafa 851,Dessert,3,147,441
89348,Curry 841,Appetizer,4,140,560
91386,Paella 664,Breakfast,1,60,60
35762,Curry 73,Breakfast,4,62,248
50355,Hummus 797,Appetizer,4,54,216
79149,Shakshuka 182,Breakfast,2,76,152
58838,Curry 827,Snack,2,53,106
12426,Paella 146,Snack,2,76,152
29689,Baklava 297,Breakfast,2,80,160
31461,Baklava 900,Dessert,2,104,208
41196,Shakshuka 553,Breakfast,3,71,213
25282,Paella 655,Soup,2,55,110
81911,Kunafa 578,Dessert,2,98,196
45620,Ful Medames,Breakfast,4,77,308
48932,Baklava 454,Main Course,5,89,445
89778,Tabbouleh 602,Salad,3,50,150
65129,Hamburger 499,Main Course,3,50,150
78111,Pancake 763,Dessert,4,189,756
97638,Baklava 769,Main Course,1,55,55
53668,Shish Barak,Main Course,4,44,176
76510,Pancake 987,Soup,1,74,74
33196,Mansaf 387,Main Course,3,97,291
73874,Hummus 314,Appetizer,5,139,695
55765,Pancake 209,Breakfast,2,97,194
27009,Falafel 421,Breakfast,1,63,63
16423,Taco 486,Dessert,2,110,220
68992,Taco 907,Soup,4,46,184
24403,Baklava 140,Dessert,3,92,276
64406,Croissant 146,Main Course,2,56,112
40303,Pasta 782,Dessert,5,192,960
38417,Croissant 467,Breakfast,1,86,86
38590,Curry 227,Soup,3,54,162
50846,Kunafa 175,Dessert,3,121,363
21540,Mansaf 454,Main Course,5,95,475
86609,Pancake 846,Main Course,1,73,73
51069,Paella 936,Dessert,1,86,86
87518,Pancake 823,Soup,4,78,312
20979,Curry 356,Soup,1,44,44
49385,Paella 501,Snack,1,91,91
99726,Molokhia 542,Main Course,1,106,106
27411,Tabbouleh 356,Salad,2,134,268
70503,Curry 825,Appetizer,2,57,114
89342,Falafel 55,Breakfast,3,62,186
43449,Baklava 190,Dessert,5,123,615
20166,Harira 676,Soup,5,64,320
73175,Pasta 407,Main Course,5,59,295
51765,Falafel 480,Main Course,1,86,86
32564,Baklava 593,Main Course,3,50,150
23479,Curry 372,Appetizer,2,137,274
59333,Pancake 103,Main Course,3,124,372
91330,Croissant 149,Soup,2,67,134
94871,Croissant 886,Soup,5,66,330
26686,Falafel 146,Snack,5,56,280
39344,Taco 439,Main Course,2,106,212
23771,Hamburger 116,Snack,3,50,150
51706,Pasta 744,Breakfast,5,72,360
44859,Baklava 190,Dessert,5,123,615
20924,Shakshuka 471,Breakfast,2,73,146
30565,Croissant 483,Breakfast,4,74,296
65169,Curry 301,Soup,2,44,88
53564,Curry 279,Breakfast,5,90,450
73306,Falafel 410,Dessert,2,161,322
41087,Baklava 569,Appetizer,5,81,405
15503,Hummus 744,Appetizer,2,54,108
42772,Croissant 19,Dessert,4,176,704
87236,Falafel 747,Dessert,1,130,130
89165,Baklava 436,Dessert,5,127,635
87883,Shakshuka 261,Breakfast,3,92,276
25146,Baklava 458,Dessert,2,110,220
87220,Croissant 407,Main Course,2,80,160
60318,Baklava 762,Appetizer,4,109,436
60135,Taco 376,Soup,4,58,232
76101,Pancake 574,Dessert,3,130,390
40917,Taco 592,Main Course,5,95,475
80339,Pancake 254,Breakfast,5,73,365
64833,Paella 650,Soup,4,78,312
45556,Croissant 237,Appetizer,2,124,248
66084,Baklava 848,Appetizer,4,43,172
18953,Curry 972,Breakfast,1,74,74
66159,Pasta 25,Soup,4,56,224
10785,Taco 323,Appetizer,2,127,254
43916,Kunafa 580,Dessert,3,197,591
99664,Harira 635,Soup,4,51,204
88810,Curry 781,Soup,2,61,122
72532,Curry 844,Dessert,2,197,394
36543,Paella 542,Soup,4,66,264
65021,Pancake 624,Appetizer,4,141,564
86628,Pancake 175,Dessert,2,178,356
72454,Paella 391,Breakfast,4,96,384
73119,Hamburger 658,Appetizer,4,50,200
49796,Falafel 779,Soup,5,46,230
75793,Croissant 238,Appetizer,4,102,408
93634,Hamburger 122,Main Course,4,50,200
42445,Falafel 55,Breakfast,2,62,124
90015,Croissant 976,Soup,3,45,135
38478,Baklava 424,Appetizer,4,115,460
35401,Baklava 385,Snack,2,65,130
38290,Baklava 803,Appetizer,5,134,670
76113,Curry 781,Soup,1,61,61
96030,Pancake 414,Appetizer,1,134,134
43729,Pancake 2,Appetizer,1,67,67
50489,Falafel 606,Snack,5,66,330
50655,Baklava 810,Dessert,1,113,113
60298,Tabbouleh 974,Salad,2,143,286
44213,Curry 301,Soup,3,44,132
53154,Hummus 734,Appetizer,2,68,136
54916,Curry 1,Soup,5,47,235
68239,Curry 488,Soup,3,67,201
75536,Hamburger 541,Breakfast,3,50,150
46589,Pancake 444,Breakfast,2,83,166
22799,Paella 61,Soup,5,57,285
46490,Hamburger 119,Snack,5,50,250
10116,Pasta 891,Main Course,2,139,278
45310,Taco 95,Breakfast,1,59,59
38420,Hummus 993,Appetizer,3,148,444
10611,Falafel 415,Appetizer,1,127,127
98202,Falafel 388,Appetizer,2,53,106
57891,Croissant 496,Breakfast,4,79,316
51479,Fattoush 699,Salad,4,88,352
72933,Hamburger 991,Dessert,1,50,50
32965,Pancake 445,Snack,1,63,63
23577,Pancake 175,Dessert,5,178,890
55518,Pasta 924,Soup,2,40,80
81512,Baklava 890,Dessert,3,171,513
65153,Biryani 739,Main Course,2,124,248
19064,Taco 433,Breakfast,4,58,232
10352,Harira 953,Soup,2,67,134
82563,Croissant 237,Appetizer,2,124,248
78062,Croissant 406,Soup,3,68,204
35250,Hamburger 564,Main Course,3,50,150
54511,Taco 996,Snack,5,85,425
25199,Baklava 773,Appetizer,4,68,272
21536,Hamburger 617,Breakfast,4,50,200
98678,Taco 453,Soup,2,73,146
12041,Curry 40,Main Course,3,83,249
33803,Curry 648,Snack,1,68,68
50328,Harira 385,Soup,4,74,296
30704,Paella 664,Breakfast,5,60,300
15976,Hamburger 202,Appetizer,2,50,100
97153,Croissant 853,Snack,1,62,62
68415,Hamburger 962,Breakfast,3,50,150
81511,Pancake 617,Soup,3,59,177
17576,Paella 15,Breakfast,5,54,270
92090,Hamburger 125,Main Course,5,50,250
42085,Paella 933,Breakfast,4,59,236
80988,Pancake 671,Main Course,4,83,332
51940,Molokhia 290,Main Course,4,150,600
51906,Hummus 546,Appetizer,3,41,123
64003,Falafel 62,Breakfast,1,64,64
46657,Hamburger 612,Snack,4,50,200
94204,Baklava 848,Appetizer,5,43,215
93531,Mansaf 699,Main Course,2,86,172
25842,Kunafa 736,Dessert,3,174,522
44557,Baklava 446,Snack,2,59,118
40337,Shakshuka 384,Breakfast,3,67,201
99372,Croissant 709,Appetizer,1,134,134
17409,Baklava 577,Dessert,3,125,375
26127,Croissant 925,Snack,2,52,104
54520,Biryani 524,Main Course,4,124,496
96724,Curry 625,Dessert,3,127,381
23632,Taco 76,Appetizer,2,88,176
57867,Pancake 10,Soup,1,76,76
94482,Taco 654,Appetizer,5,41,205
69135,Hamburger 962,Breakfast,1,50,50
51882,Croissant 856,Breakfast,3,82,246
59113,Pancake 444,Breakfast,5,83,415
70474,Paella 11,Breakfast,1,52,52
60279,Hamburger 962,Breakfast,5,50,250
98259,Paella 3,Main Course,5,145,725
66572,Curry 841,Appetizer,3,140,420
47386,Falafel 693,Dessert,4,191,764
56781,Curry 781,Soup,3,61,183
11400,Paella 321,Dessert,5,102,510
95678,Taco 164,Breakfast,1,72,72
67155,Molokhia 542,Main Course,1,106,106
18604,Pancake 780,Appetizer,3,130,390
48363,Taco 39,Dessert,5,80,400
17589,Pasta 471,Dessert,2,185,370
72798,Biryani 953,Main Course,5,65,325
19116,Fattoush 404,Salad,1,80,80
64181,Curry 944,Dessert,3,172,516
66972,Biryani 953,Main Course,4,65,260
11104,Pancake 503,Breakfast,4,98,392
45457,Curry 994,Main Course,3,150,450
67873,Harira 233,Soup,1,71,71
76191,Fattoush 565,Salad,3,101,303
42555,Taco 989,Breakfast,2,73,146
23054,Hummus 278,Appetizer,1,92,92
57330,Taco 301,Appetizer,5,40,200
36275,Pasta 835,Snack,4,95,380
60100,Molokhia 144,Main Course,5,83,415
51503,Hamburger 737,Appetizer,3,50,150
76322,Curry 666,Dessert,4,186,744
64295,Hummus 839,Appetizer,5,116,580
70341,Croissant 482,Breakfast,3,73,219
85707,Pasta 454,Main Course,5,75,375
29624,Koshari,Main Course,2,67,134
79246,Sambusa,Appetizer,5,63,315
15592,Curry 571,Breakfast,3,99,297
94774,Falafel 421,Soup,1,52,52
81161,Taco 33,Soup,3,54,162
23538,Curry 955,Main Course,4,100,400
54214,Paella 639,Main Course,1,84,84
49453,Paella 70,Soup,3,62,186
27944,Baklava 130,Breakfast,3,85,255
13246,Taco 741,Main Course,4,57,228
54867,Croissant 102,Breakfast,1,82,82
31601,Hummus 278,Appetizer,2,92,184
35149,Taco 585,Dessert,5,145,725
40831,Pancake 25,Breakfast,5,70,350
32166,Mansaf 405,Main Course,3,60,180
66101,Curry 392,Appetizer,5,41,205
59342,Hamburger 812,Snack,5,50,250
85965,Shakshuka 261,Breakfast,5,92,460
46925,Tabbouleh 602,Salad,4,50,200
44055,Paella 291,Main Course,4,82,328
10347,Pasta 309,Breakfast,3,56,168
22462,Baklava 970,Main Course,5,77,385
32754,Croissant 375,Snack,3,96,288
58148,Mansaf 699,Main Course,2,86,172
81591,Mansaf 405,Main Course,1,60,60
26687,Hummus 993,Appetizer,4,148,592
98024,Shakshuka 744,Breakfast,4,54,216
28858,Paella 291,Main Course,5,82,410
27879,Pancake 40,Soup,1,73,73
31087,Paella 391,Breakfast,2,96,192
44721,Taco 76,Appetizer,3,88,264
87412,Mansaf 197,Main Course,1,77,77
55327,Curry 85,Breakfast,4,88,352
72937,Curry 783,Soup,3,50,150
82864,Biryani 449,Main Course,5,99,495
60807,Tabbouleh 494,Salad,1,57,57
23840,Paella 728,Breakfast,1,50,50
36370,Paella 954,Soup,3,68,204
54556,Hamburger 612,Snack,4,50,200
18811,Hamburger 409,Dessert,4,50,200
23755,Baklava 948,Main Course,3,123,369
98276,Baklava 96,Snack,4,87,348
45467,Fattoush 919,Salad,4,81,324
72745,Hamburger 812,Snack,3,50,150
71238,Falafel 282,Soup,2,60,120
27247,Baklava 848,Appetizer,1,43,43
82119,Paella 917,Main Course,3,52,156
18542,Paella 34,Snack,1,80,80
41471,Hamburger 129,Dessert,5,50,250
32275,Shakshuka 710,Breakfast,1,72,72
61928,Hamburger 152,Breakfast,3,50,150
75660,Tabbouleh 154,Salad,4,135,540
34791,Pasta 382,Snack,3,50,150
30609,Falafel 480,Main Course,4,86,344
20692,Paella 954,Soup,2,68,136
64935,Fattoush 342,Salad,4,135,540
93884,Pancake 455,Appetizer,5,83,415
56318,Falafel 888,Snack,1,97,97
70615,Pancake 762,Appetizer,1,60,60
28900,Paella 334,Dessert,5,108,540
61110,Biryani 739,Main Course,3,124,372
51252,Baklava 887,Soup,3,51,153
99783,Taco 76,Appetizer,1,88,88
91757,Falafel 971,Main Course,1,80,80
76673,Falafel 860,Breakfast,3,73,219
76349,Pasta 891,Main Course,3,139,417
22824,Croissant 517,Dessert,1,91,91
91665,Croissant 847,Snack,1,92,92
42625,Croissant 854,Appetizer,2,62,124
80264,Curry 492,Dessert,3,163,489
84840,Hamburger 202,Appetizer,2,50,100
52113,Croissant 85,Dessert,3,80,240
57703,Baklava 742,Soup,3,66,198
99580,Tabbouleh 576,Salad,3,122,366
54555,Pancake 235,Appetizer,5,94,470
21247,Croissant 390,Soup,1,40,40
57885,Croissant 433,Appetizer,5,103,515
31125,Falafel 830,Appetizer,3,78,234
30096,Paella 451,Dessert,2,135,270
62728,Pancake 998,Dessert,4,92,368
88753,Hummus 696,Appetizer,1,143,143
59769,Pasta 182,Appetizer,4,91,364
72776,Hamburger 375,Soup,1,50,50
37041,Falafel 829,Appetizer,2,133,266
98314,Hummus 278,Appetizer,1,92,92
62966,Pasta 316,Appetizer,1,144,144
42907,Taco 285,Dessert,2,154,308
65603,Hamburger 531,Appetizer,2,50,100
22666,Biryani 378,Main Course,3,65,195
29223,Shakshuka 677,Breakfast,2,78,156
26796,Biryani 190,Main Course,2,52,104
17060,Pancake 772,Soup,2,61,122
47196,Paella 639,Main Course,3,84,252
66324,Pancake 755,Main Course,5,116,580
33298,Hamburger 676,Breakfast,5,50,250
67917,Falafel 862,Breakfast,4,60,240
21602,Paella 890,Dessert,1,163,163
58722,Hamburger 202,Appetizer,4,50,200
51527,Kunafa 759,Dessert,4,135,540
69152,Taco 994,Appetizer,5,51,255
50478,Falafel 971,Main Course,3,80,240
43546,Taco 164,Breakfast,4,72,288
38830,Ful Medames,Breakfast,3,77,231
53942,Paella 655,Soup,5,55,275
76826,Hamburger 757,Main Course,5,50,250
76400,Pancake 270,Soup,1,61,61
25090,Falafel 814,Dessert,3,98,294
61488,Baklava 168,Main Course,1,60,60
16904,Paella 432,Soup,4,55,220
32731,Taco 949,Soup,4,71,284
43425,Croissant 697,Appetizer,2,131,262
92895,Mansaf 454,Main Course,4,95,380
85072,Pasta 147,Appetizer,1,52,52
82935,Falafel 850,Main Course,3,112,336
72260,Curry 994,Dessert,5,151,755
83299,Baklava 431,Snack,4,92,368
41222,Hamburger 48,Dessert,2,50,100
84773,Hummus 546,Appetizer,1,41,41
70307,Hummus 314,Appetizer,2,139,278
17262,Pancake 414,Appetizer,1,134,134
35276,Hamburger 20,Snack,1,50,50
89220,Harira 386,Soup,5,51,255
33422,Baklava 803,Appetizer,5,134,670
21688,Paella 650,Soup,3,78,234
32513,Baklava 716,Appetizer,4,121,484
43725,Paella 434,Main Course,5,111,555
70909,Paella 518,Appetizer,4,117,468
38220,Mansaf 113,Main Course,3,94,282
15571,Pancake 40,Soup,3,73,219
33662,Pancake 375,Breakfast,3,93,279
34626,Baklava 850,Soup,5,74,370
76554,Biryani 190,Main Course,4,52,208
98431,Curry 714,Appetizer,3,121,363
98903,Pasta 744,Breakfast,3,72,216
79445,Curry 356,Soup,1,44,44
77613,Taco 875,Soup,4,47,188
15656,Mansaf 892,Main Course,2,63,126
15717,Pancake 670,Snack,1,80,80
81902,Molokhia 546,Main Course,5,74,370
99095,Molokhia 256,Main Course,3,140,420
25418,Pancake 40,Soup,4,73,292
15747,Pasta 314,Main Course,5,67,335
39935,Baklava 803,Appetizer,1,134,134
96879,Pancake 55,Breakfast,1,64,64
99809,Croissant 581,Breakfast,4,65,260
91083,Hamburger 612,Snack,3,50,150
89115,Paella 267,Soup,2,53,106
57523,Paella 542,Soup,1,66,66
34345,Curry 666,Dessert,2,186,372
75455,Hamburger 411,Appetizer,5,50,250
74381,Kunafa 967,Dessert,4,141,564
95800,Shakshuka 363,Breakfast,3,90,270
71810,Hamburger 605,Snack,1,50,50
44164,Kunafa 541,Dessert,4,187,748
32613,Kunafa 616,Dessert,4,105,420
50989,Pasta 553,Appetizer,2,118,236
62342,Biryani 263,Main Course,4,131,524
91813,Falafel 931,Breakfast,2,91,182
56139,Falafel 860,Breakfast,2,73,146
40972,Hamburger 120,Breakfast,4,50,200
79589,Molokhia 456,Main Course,5,122,610
79518,Sambusa,Appetizer,5,63,315
11758,Paella 32,Snack,4,53,212
50267,Taco 585,Dessert,2,145,290
88347,Croissant 668,Main Course,5,67,335
67403,Paella 453,Snack,4,87,348
66051,Taco 585,Dessert,3,145,435
59575,Pasta 658,Soup,2,51,102
24141,Pasta 157,Snack,3,56,168
40061,Molokhia 290,Main Course,2,150,300
42314,Curry 629,Appetizer,1,108,108
19476,Hamburger 220,Main Course,4,50,200
26337,Taco 616,Appetizer,2,46,92
77866,Harira 953,Soup,4,67,268
87105,Fattoush 592,Salad,2,120,240
64196,Paella 687,Soup,1,50,50
72784,Koshari,Main Course,4,67,268
92371,Baklava 522,Dessert,4,151,604
75702,Pasta 472,Main Course,3,68,204
59176,Biryani 623,Main Course,2,53,106
18372,Croissant 200,Dessert,2,180,360
88319,Curry 105,Snack,2,86,172
17920,Biryani 388,Main Course,3,125,375
48850,Falafel 862,Breakfast,1,60,60
18772,Tabbouleh 753,Salad,2,100,200
95573,Taco 949,Soup,1,71,71
62739,Pasta 985,Dessert,2,165,330
37790,Paella 518,Appetizer,5,117,585
79519,Baklava 773,Appetizer,3,121,363
44399,Pancake 25,Breakfast,5,70,350
75925,Croissant 639,Appetizer,2,87,174
81426,Curry 278,Appetizer,1,84,84
61434,Molokhia 144,Main Course,3,83,249
22369,Molokhia 485,Main Course,4,103,412
86705,Pasta 640,Main Course,2,127,254
26550,Paella 860,Snack,5,74,370
69004,Croissant 472,Main Course,3,121,363
59165,Croissant 149,Soup,2,67,134
48073,Paella 728,Breakfast,2,50,100
26110,Curry 73,Breakfast,3,62,186
30344,Molokhia 456,Main Course,3,122,366
18965,Fattoush 496,Salad,2,103,206
61629,Falafel 721,Snack,5,81,405
49578,Fattoush 727,Salad,2,138,276
15770,Pancake 25,Breakfast,3,70,210
63582,Molokhia 456,Main Course,3,122,366
39968,Curry 317,Dessert,1,106,106
97964,Paella 482,Snack,5,69,345
94950,Falafel 104,Snack,1,57,57
49774,Taco 574,Dessert,5,89,445
41681,Pancake 250,Appetizer,2,113,226
90237,Pancake 574,Dessert,3,130,390
94566,Croissant 517,Dessert,1,91,91
45098,Taco 741,Main Course,5,57,285
67975,Falafel 303,Main Course,5,127,635
14096,Falafel 568,Dessert,1,83,83
61133,Tabbouleh 785,Salad,4,123,492
57072,Paella 974,Main Course,4,47,188
40749,Baklava 762,Appetizer,3,109,327
94579,Pancake 823,Soup,2,78,156
46845,Hummus 744,Appetizer,1,54,54
98911,Pancake 772,Soup,4,61,244
45174,Maqluba,Main Course,5,80,400
38860,Taco 346,Snack,3,68,204
41819,Molokhia 981,Main Course,2,141,282
76595,Curry 943,Breakfast,5,67,335
17865,Curry 848,Breakfast,1,82,82
33908,Baklava 691,Dessert,3,180,540
93682,Falafel 181,Appetizer,5,92,460
61738,Paella 249,Breakfast,1,59,59
24304,Curry 248,Dessert,3,139,417
63957,Taco 678,Main Course,3,42,126
76217,Molokhia 290,Main Course,4,150,600
31854,Baklava 673,Dessert,3,93,279
72642,Hummus 314,Appetizer,1,139,139
96809,Molokhia 704,Main Course,2,48,96
25372,Pasta 877,Main Course,4,54,216
84925,Hamburger 48,Dessert,5,50,250
39554,Baklava 543,Main Course,3,79,237
55751,Curry 741,Main Course,2,143,286
34799,Curry 955,Main Course,1,100,100
34974,Paella 286,Soup,2,75,150
82329,Kunafa 979,Dessert,2,98,196
80227,Pancake 913,Soup,5,72,360
65422,Pasta 921,Dessert,4,101,404
41522,Pasta 454,Main Course,2,75,150
26134,Croissant 390,Soup,3,40,120
14469,Baklava 130,Breakfast,3,85,255
22842,Curry 648,Snack,3,68,204
46635,Fattoush 727,Salad,4,138,552
29886,Paella 535,Snack,2,88,176
36575,Baklava 325,Dessert,3,135,405
30554,Curry 278,Appetizer,5,84,420
24944,Croissant 424,Main Course,5,149,745
20450,Biryani 157,Main Course,4,110,440
25931,Curry 277,Appetizer,3,50,150
33272,Pasta 471,Dessert,4,185,740
65042,Shakshuka 228,Breakfast,3,55,165
68909,Biryani 608,Main Course,3,62,186
86463,Paella 997,Dessert,3,181,543
26926,Hamburger 962,Breakfast,2,50,100
20410,Hamburger 329,Breakfast,3,50,150
90591,Curry 492,Dessert,4,163,652
48186,Croissant 847,Snack,3,92,276
52016,Falafel 999,Main Course,1,45,45
62502,Taco 437,Breakfast,5,87,435
20658,Baklava 848,Appetizer,5,43,215
12784,Falafel 779,Soup,1,46,46
96068,Curry 666,Dessert,1,186,186
55160,Paella 434,Main Course,4,111,444
95515,Croissant 709,Appetizer,5,134,670
30596,Hummus 606,Appetizer,4,136,544
10576,Paella 892,Snack,3,96,288
32743,Croissant 976,Soup,5,45,225
95650,Hamburger 873,Snack,5,50,250
12201,Baklava 375,Soup,1,66,66
18640,Pancake 823,Soup,3,78,234
90878,Hamburger 457,Breakfast,4,50,200
17709,Pasta 234,Snack,5,85,425
39071,Shakshuka 677,Breakfast,3,78,234
50296,Harira 813,Soup,3,51,153
97569,Biryani 939,Main Course,3,110,330
87058,Paella 54,Main Course,5,92,460
82620,Pancake 444,Breakfast,3,83,249
83305,Taco 989,Breakfast,3,73,219
69961,Pancake 394,Main Course,3,136,408
98006,Paella 355,Dessert,3,81,243
55660,Hamburger 689,Breakfast,2,50,100
84258,Croissant 990,Breakfast,5,56,280
55398,Harira 476,Soup,3,71,213
78094,Tabbouleh 974,Salad,4,143,572
16390,Hummus 632,Appetizer,5,41,205
86661,Pancake 270,Soup,2,61,122
71811,Taco 313,Breakfast,4,71,284
30277,Croissant 219,Main Course,4,46,184
17649,Tabbouleh 475,Salad,1,87,87
63856,Baklava 900,Dessert,4,104,416
17791,Baklava 948,Main Course,3,123,369
79073,Baklava 850,Soup,2,74,148
22037,Hummus 167,Appetizer,1,111,111
94647,Pancake 235,Appetizer,2,94,188
15038,Curry 741,Dessert,4,163,652
85265,Kunafa 489,Dessert,5,118,590
74629,Taco 722,Appetizer,4,42,168
86815,Shakshuka 183,Breakfast,3,95,285
21962,Paella 501,Snack,1,91,91
75919,Hummus 546,Appetizer,1,41,41
91702,Baklava 848,Appetizer,2,43,86
38377,Fattoush 727,Salad,4,138,552
73476,Baklava 812,Dessert,3,80,240
98794,Tabbouleh 602,Salad,4,50,200
59048,Pasta 621,Appetizer,2,55,110
77404,Pancake 617,Soup,3,59,177
21949,Paella 188,Appetizer,3,115,345
59663,Taco 714,Soup,5,49,245
66032,Falafel 794,Breakfast,5,62,310
39418,Pasta 531,Dessert,3,191,573
38276,Paella 267,Soup,3,53,159
13615,Pancake 445,Snack,1,63,63
15515,Pasta 686,Appetizer,1,126,126
34514,Pancake 242,Soup,4,42,168
44136,Curry 731,Dessert,4,157,628
10015,Harira 385,Soup,5,74,370
45215,Croissant 496,Breakfast,4,79,316
28485,Croissant 847,Snack,3,92,276
17163,Hamburger 120,Breakfast,1,50,50
71081,Hamburger 48,Dessert,3,50,150
84021,Croissant 463,Dessert,2,141,282
31510,Baklava 753,Appetizer,3,40,120
66285,Pasta 717,Dessert,3,173,519
57061,Paella 974,Main Course,2,47,94
51524,Paella 391,Breakfast,1,96,96
42829,Baklava 982,Dessert,5,152,760
10398,Baklava 643,Soup,3,72,216
50581,Falafel 55,Breakfast,1,62,62
53793,Harira 385,Soup,5,74,370
47046,Curry 574,Main Course,2,135,270
96812,Taco 320,Soup,2,40,80
15116,Hamburger 757,Main Course,2,50,100
30730,Taco 313,Breakfast,2,71,142
67192,Taco 437,Breakfast,3,87,261
97229,Baklava 375,Soup,5,66,330
72417,Croissant 567,Dessert,4,152,608
39848,Croissant 979,Breakfast,2,65,130
68421,Croissant 850,Dessert,5,99,495
53136,Curry 356,Soup,2,44,88
81331,Hummus 993,Appetizer,5,148,740
99227,Baklava 908,Dessert,2,171,342
90499,Hamburger 457,Breakfast,1,50,50
37632,Harira 600,Soup,2,57,114
79546,Croissant 697,Appetizer,5,131,655
40705,Pancake 635,Appetizer,4,66,264
70591,Taco 620,Breakfast,2,86,172
38745,Kunafa 851,Dessert,3,147,441
55674,Tabbouleh 475,Salad,3,87,261
50721,Pasta 157,Snack,4,56,224
97573,Pasta 965,Appetizer,5,58,290
53387,Falafel 641,Snack,4,91,364
41504,Taco 985,Soup,2,55,110
27707,Shakshuka 846,Breakfast,3,64,192
19285,Falafel 794,Main Course,2,141,282
36069,Paella 334,Dessert,5,108,540
70110,Shakshuka 553,Breakfast,1,71,71
92526,Baklava 189,Main Course,3,97,291
36817,Croissant 384,Main Course,2,150,300
12731,Falafel 421,Breakfast,4,63,252
10988,Shakshuka 471,Breakfast,4,73,292
36901,Pasta 25,Soup,2,56,112
10331,Croissant 886,Soup,5,66,330
21428,Paella 27,Snack,1,86,86
98692,Paella 260,Dessert,1,113,113
58509,Paella 908,Main Course,3,48,144
77657,Pasta 531,Dessert,5,191,955
33046,Hamburger 145,Main Course,1,50,50
14332,Taco 255,Main Course,4,46,184
60759,Hamburger 562,Snack,2,50,100
32427,Croissant 19,Dessert,1,176,176
89528,Taco 948,Appetizer,3,137,411
32197,Shakshuka 951,Breakfast,4,82,328
52799,Paella 664,Breakfast,2,60,120
29577,Harira 386,Soup,3,51,153
89777,Croissant 639,Appetizer,1,87,87
38499,Pancake 236,Breakfast,3,92,276
27250,Tabbouleh 979,Salad,2,106,212
54927,Pancake 396,Dessert,3,177,531
93410,Taco 486,Dessert,4,110,440
86578,Curry 441,Soup,1,73,73
12088,Pancake 294,Dessert,2,171,342
77205,Pancake 671,Main Course,5,83,415
89458,Taco 384,Main Course,3,142,426
40720,Falafel 138,Soup,5,50,250
12231,Hamburger 220,Main Course,3,50,150
84183,Curry 105,Snack,2,86,172
60949,Biryani 152,Main Course,1,110,110
92141,Pancake 369,Dessert,4,192,768
64411,Tabbouleh 499,Salad,1,125,125
13086,Paella 542,Soup,2,66,132
80907,Hamburger 126,Main Course,3,50,150
71783,Hamburger 531,Appetizer,1,50,50
54402,Croissant 230,Main Course,4,76,304
39384,Baklava 284,Soup,3,74,222
